ID,Source,Type,Type_Code,Country,Year,Latest = 1,Additional variables,Indicator Name,Formula,Sample Size,Overall Mean,Max Leaf Size,Max Leaf Access,Min Leaf Size,Min Leaf Access,Gap,Max Leaf Characteristics,Min Leaf Characteristics,Most imp. Var.,2nd var,3rd var,4th var,5th var,,,
Viet Nam2010MICShhHouseholdTechNeed ,MICS,Household,hh,Viet Nam,2010,0,No,HouseholdTechNeed , PoorerHousehold + Residence + HighestEducation,11614,0.224976903723874,0.136495072246669,0.680639768764053,0.37192791433444,0.019899278788796,0.660740489975257,MAX-leaf // HighestEducation ~ Secondary + Higher // Residence ~ Urban,MIN-leaf // HighestEducation~Lower // PoorerHousehold~1,HighestEducation,Residence,PoorerHousehold,,,,,
Viet Nam2013MICShhHouseholdTechNeed ,MICS,Household,hh,Viet Nam,2013,1,No,HouseholdTechNeed , PoorerHousehold + Residence + HighestEducation,9978.99999999999,0.3298233636467,0.2207174039409,0.74167603560705,0.299758120240031,0.043994946090593,0.697681089516457,MAX-leaf // HighestEducation ~ Higher,MIN-leaf // HighestEducation~Lower // PoorerHousehold~1,HighestEducation,PoorerHousehold,Residence,,,,,
,MICS,Household,,Viet Nam,2010,0,Yes,HouseholdTechNeed , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,11614,0.224976903723874,0.136495072246669,0.680639768764053,0.082628310221924,0.005933889478812,0.674705879285241,MAX-leaf // HighestEducation ~ Secondary + Higher // Residence ~ Urban,MIN-leaf // HighestEducation~Lower // PoorerHousehold~1 // Ethnicity~MinorEthnicity,HighestEducation,Residence,PoorerHousehold,Ethnicity,Religion,,,
,MICS,Household,,Viet Nam,2013,1,Yes,HouseholdTechNeed , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,9978.99999999999,0.3298233636467,0.123432334988045,0.813644008097315,0.076772603350088,0.017203905779453,0.796440102317862,MAX-leaf // HighestEducation ~ Higher // Residence ~ Urban,MIN-leaf // HighestEducation~Lower // PoorerHousehold~1 // Ethnicity~MinorEthnicity,HighestEducation,PoorerHousehold,Residence,Ethnicity,,,,
Viet Nam2010MICShhLand ,MICS,Household,hh,Viet Nam,2010,0,No,Land , PoorerHousehold + HHSex + HighestEducation,8160.12945066056,0.74667427207705,0.407703597299791,0.843070500475429,0.096815058955694,0.533677421646985,0.309393078828444,MAX-leaf // PoorerHousehold ~ 1 // HHSex ~ Male,MIN-leaf // PoorerHousehold~0 // HHSex~Female,PoorerHousehold,HHSex,HighestEducation,,,,,
Viet Nam2013MICShhLand ,MICS,Household,hh,Viet Nam,2013,1,No,Land , PoorerHousehold + HHSex + HighestEducation,6877.42508746177,0.719048105428299,0.099006997496128,0.862974644517695,0.233493288977715,0.6048300943228,0.258144550194895,MAX-leaf // HHSex ~ Male // PoorerHousehold ~ 1 // HighestEducation ~ Secondary,MIN-leaf // HHSex~Female,HHSex,HighestEducation,PoorerHousehold,,,,,
,MICS,Household,,Viet Nam,2010,0,Yes,Land , PoorerHousehold + HHSex + HighestEducation + Religion + Ethnicity,8160.12945066056,0.74667427207705,0.092599976303401,0.959757257276839,0.138673406518951,0.511184572562182,0.448572684714657,MAX-leaf // Religion ~ No religion // PoorerHousehold ~ 1 // HHSex ~ Male // Ethnicity ~ MinorEthnicity,MIN-leaf // Religion~MinorReligion + Buddhism + Christian Catholic // PoorerHousehold~0,Religion,PoorerHousehold,HHSex,HighestEducation,Ethnicity,,,
,MICS,Household,,Viet Nam,2013,1,Yes,Land , PoorerHousehold + HHSex + HighestEducation + Religion + Ethnicity,6877.42508746177,0.719048105428299,0.150650238421439,0.878601101615144,0.091968227448748,0.539886164093981,0.338714937521163,MAX-leaf // Ethnicity ~ MinorEthnicity,MIN-leaf // Ethnicity~Kinh // HHSex~Female // PoorerHousehold~0,Ethnicity,HHSex,HighestEducation,PoorerHousehold,,,,
Viet Nam2010MICShhMobilePhoneHH ,MICS,Household,hh,Viet Nam,2010,0,No,MobilePhoneHH , PoorerHousehold + Residence + HighestEducation,11614,0.831368940785599,0.227661061343915,0.983940438308622,0.404360336132368,0.663728081812567,0.320212356496055,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Secondary + Higher,MIN-leaf // PoorerHousehold~1,PoorerHousehold,Residence,HighestEducation,,,,,
Viet Nam2013MICShhMobilePhoneHH ,MICS,Household,hh,Viet Nam,2013,1,No,MobilePhoneHH , PoorerHousehold + Residence + HighestEducation,9978.99999999999,0.925183509904413,0.402218975232228,0.993865878874046,0.299758120240031,0.804989967023809,0.188875911850237,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Secondary + Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,PoorerHousehold,HighestEducation,Residence,,,,,
,MICS,Household,,Viet Nam,2010,0,Yes,MobilePhoneHH , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,11614,0.831368940785599,0.227661061343915,0.983940438308622,0.03145202113025,0.625642844429553,0.358297593879069,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Secondary + Higher,MIN-leaf // PoorerHousehold~1 // Residence~Urban,PoorerHousehold,Ethnicity,Residence,HighestEducation,Religion,,,
,MICS,Household,,Viet Nam,2013,1,Yes,MobilePhoneHH , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,9978.99999999999,0.925183509904413,0.402218975232228,0.993865878874046,0.222985516889944,0.792273978342717,0.201591900531329,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Secondary + Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower // Ethnicity~Kinh,PoorerHousehold,HighestEducation,Ethnicity,Residence,,,,
Viet Nam2010MICShhSafeSanitation ,MICS,Household,hh,Viet Nam,2010,0,No,SafeSanitation , PoorerHousehold + Residence + HighestEducation,11614,0.73529642749639,0.227661061343915,0.928882662921645,0.404360336132368,0.506695677370218,0.422186985551427,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Secondary + Higher,MIN-leaf // PoorerHousehold~1,PoorerHousehold,Residence,HighestEducation,,,,,
Viet Nam2013MICShhSafeSanitation ,MICS,Household,hh,Viet Nam,2013,1,No,SafeSanitation , PoorerHousehold + Residence + HighestEducation,9978.99999999999,0.77652319977619,0.19893096297787,0.970417168093835,0.299758120240031,0.482995006149668,0.487422161944167,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,PoorerHousehold,HighestEducation,Residence,,,,,
,MICS,Household,,Viet Nam,2010,0,Yes,SafeSanitation , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,11614,0.73529642749639,0.133290664338082,0.941442662675546,0.090220692623303,0.255640312187806,0.68580235048774,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Secondary + Higher // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // Religion~MinorReligion + Buddhism,PoorerHousehold,Ethnicity,Religion,Residence,HighestEducation,,,
,MICS,Household,,Viet Nam,2013,1,Yes,SafeSanitation , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,9978.99999999999,0.77652319977619,0.120097552802151,0.979518500380662,0.076772603350088,0.354879622464263,0.624638877916399,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower // Ethnicity~MinorEthnicity,PoorerHousehold,HighestEducation,Ethnicity,Residence,,,,
Nepal2019MICShhHouseholdBasic ,MICS,Household,hh,Nepal,2019,1,No,HouseholdBasic , PoorerHousehold + Residence + HighestEducation,12655,0.322191576873543,0.148411209236521,0.663674798166312,0.315183509764026,0.026747149281336,0.636927648884976,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,PoorerHousehold,Residence,HighestEducation,,,,,
Nepal2019MICShhHouseholdTechNeed ,MICS,Household,hh,Nepal,2019,1,No,HouseholdTechNeed , PoorerHousehold + Residence + HighestEducation,11451.6261726819,0.757192233760213,0.164006737957315,0.963783954204193,0.163464411792563,0.524607587537279,0.439176366666914,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // Residence~Rural,PoorerHousehold,HighestEducation,Residence,,,,,
Nepal2019MICShhCleanWater ,MICS,Household,hh,Nepal,2019,1,No,CleanWater , PoorerHousehold + Residence + HighestEducation,12655,0.969490095192515,0.116506302456726,0.992782670496442,0.149448730631649,0.937328829244925,0.055453841251517,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Rural,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower // Residence~Urban,PoorerHousehold,Residence,HighestEducation,,,,,
Nepal2019MICShhBasicWater ,MICS,Household,hh,Nepal,2019,1,No,BasicWater , PoorerHousehold + Residence + HighestEducation,12655,0.930780055795752,0.116506302456726,0.98078768580702,0.315183509764026,0.868151617429626,0.112636068377394,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Rural,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,PoorerHousehold,Residence,HighestEducation,,,,,
Nepal2019MICShhCleanFuel ,MICS,Household,hh,Nepal,2019,1,No,CleanFuel , PoorerHousehold + Residence + HighestEducation,12655,0.46677521606075,0.135057116052528,0.909467113302563,0.3936800257835,0.048159397269243,0.86130771603332,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1,PoorerHousehold,Residence,HighestEducation,,,,,
Nepal2019MICShhAccessElectricity ,MICS,Household,hh,Nepal,2019,1,No,AccessElectricity , PoorerHousehold + Residence + HighestEducation,12655,0.904909219492841,0.6063199742165,0.999414108617774,0.204730447730742,0.722513211540509,0.276900897077265,MAX-leaf // PoorerHousehold ~ 0,MIN-leaf // PoorerHousehold~1 // Residence~Rural,PoorerHousehold,Residence,HighestEducation,,,,,
Nepal2019MICShhBankCardHH ,MICS,Household,hh,Nepal,2019,1,No,BankCardHH , PoorerHousehold + Residence + HighestEducation,12655,0.733540416165785,0.148411209236521,0.972190001284409,0.165734779132376,0.443419835974532,0.528770165309877,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower // Residence~Rural,PoorerHousehold,Residence,HighestEducation,,,,,
Nepal2019MICShhLand ,MICS,Household,hh,Nepal,2019,1,No,Land , PoorerHousehold + HHSex + HighestEducation,4065.25107362239,0.873686824539101,0.121392302019022,0.960935754754012,0.241458681327128,0.777427416089625,0.183508338664387,MAX-leaf // PoorerHousehold ~ 1 // HighestEducation ~ Secondary + Higher,MIN-leaf // PoorerHousehold~0 // HighestEducation~Lower,HighestEducation,PoorerHousehold,,,,,,
Nepal2019MICShhMobilePhoneHH ,MICS,Household,hh,Nepal,2019,1,No,MobilePhoneHH , PoorerHousehold + Residence + HighestEducation,12655,0.948436321246083,0.299438544680756,0.991140725962926,0.315183509764026,0.874805057660798,0.116335668302128,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Secondary + Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,PoorerHousehold,HighestEducation,Residence,,,,,
Nepal2019MICShhSafeSanitation ,MICS,Household,hh,Nepal,2019,1,No,SafeSanitation , PoorerHousehold + Residence + HighestEducation,12655,0.755995257845569,0.077936568961014,0.89130500416082,0.229316027441666,0.688400901731964,0.202904102428856,MAX-leaf // Residence ~ Rural // HighestEducation ~ Secondary + Higher,MIN-leaf // Residence~Urban // HighestEducation~Lower // PoorerHousehold~0,Residence,HighestEducation,PoorerHousehold,,,,,
,MICS,Household,,Nepal,2019,1,Yes,HouseholdBasic , PoorerHousehold + Residence + HighestEducation + Religion + Language,12655,0.322191576873543,0.148411209236521,0.663674798166312,0.13330871729161,0.013900487230394,0.649774310935918,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // Language~Bhojpuri + Maithili + MinorLanguage // Religion~Hindu,PoorerHousehold,Residence,HighestEducation,Language,Religion,,,
,MICS,Household,,Nepal,2019,1,Yes,HouseholdTechNeed , PoorerHousehold + Residence + HighestEducation + Religion + Language,11451.6261726819,0.757192233760213,0.164006737957315,0.963783954204193,0.047841483112557,0.407203995573956,0.556579958630237,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower // Religion~Buddhist + MinorReligion,PoorerHousehold,HighestEducation,Residence,Language,Religion,,,
,MICS,Household,,Nepal,2019,1,Yes,CleanWater , PoorerHousehold + Residence + HighestEducation + Religion + Language,12655,0.969490095192515,0.107854530007907,0.995033674492614,0.058509721246363,0.927318622369008,0.067715052123606,MAX-leaf // PoorerHousehold ~ 0 // Language ~ Bhojpuri + MinorLanguage + Tharu // HighestEducation ~ Secondary + Higher,MIN-leaf // PoorerHousehold~1 // Language~MinorLanguage // Residence~Urban,PoorerHousehold,Residence,Language,HighestEducation,Religion,,,
,MICS,Household,,Nepal,2019,1,Yes,BasicWater , PoorerHousehold + Residence + HighestEducation + Religion + Language,12655,0.930780055795752,0.072783022449229,0.99299990969589,0.054235014434114,0.820453610968515,0.172546298727375,MAX-leaf // PoorerHousehold ~ 0 // Language ~ Bhojpuri + Tharu,MIN-leaf // PoorerHousehold~1 // Language~Nepali // HighestEducation~Lower // Residence~Urban,PoorerHousehold,Language,Residence,HighestEducation,Religion,,,
,MICS,Household,,Nepal,2019,1,Yes,CleanFuel , PoorerHousehold + Residence + HighestEducation + Religion + Language,12655,0.46677521606075,0.115891518540094,0.925546989233034,0.185170555959595,0.037076132556407,0.888470856676627,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Language ~ MinorLanguage + Nepali // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // Language~Bhojpuri + Maithili + MinorLanguage,PoorerHousehold,Residence,Language,HighestEducation,Religion,,,
,MICS,Household,,Nepal,2019,1,Yes,AccessElectricity , PoorerHousehold + Residence + HighestEducation + Religion + Language,12655,0.904909219492841,0.6063199742165,0.999414108617774,0.038678588808645,0.624153928318987,0.375260180298787,MAX-leaf // PoorerHousehold ~ 0,MIN-leaf // PoorerHousehold~1 // Language~MinorLanguage // HighestEducation~Lower // Religion~Hindu // Residence~Rural,PoorerHousehold,Residence,Language,HighestEducation,Religion,,,
,MICS,Household,,Nepal,2019,1,Yes,BankCardHH , PoorerHousehold + Residence + HighestEducation + Religion + Language,12655,0.733540416165785,0.148411209236521,0.972190001284409,0.055391855166947,0.390987706871899,0.58120229441251,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower // Religion~Buddhist + MinorReligion,PoorerHousehold,Residence,HighestEducation,Language,Religion,,,
,MICS,Household,,Nepal,2019,1,Yes,Land , PoorerHousehold + HHSex + HighestEducation + Religion + Language,4065.25107362239,0.873686824539101,0.068830128072534,0.961999528751723,0.095726055166648,0.603307274722969,0.358692254028754,MAX-leaf // Language ~ Bhojpuri + MinorLanguage // PoorerHousehold ~ 1 // Religion ~ Buddhist,MIN-leaf // Language~Maithili,Language,Religion,PoorerHousehold,HighestEducation,HHSex,,,
,MICS,Household,,Nepal,2019,1,Yes,MobilePhoneHH , PoorerHousehold + Residence + HighestEducation + Religion + Language,12655,0.948436321246083,0.273747383630248,0.991715185732834,0.069414638508453,0.851073773136949,0.140641412595885,MAX-leaf // PoorerHousehold ~ 0 // Language ~ Bhojpuri + MinorLanguage + Nepali + Tharu // HighestEducation ~ Secondary + Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower // Language~Maithili + MinorLanguage // Residence~Urban,PoorerHousehold,HighestEducation,Residence,Language,Religion,,,
,MICS,Household,,Nepal,2019,1,Yes,SafeSanitation , PoorerHousehold + Residence + HighestEducation + Religion + Language,12655,0.755995257845569,0.067784718179469,0.899774759510195,0.074885039053461,0.643810072668477,0.255964686841718,MAX-leaf // Residence ~ Rural // Language ~ MinorLanguage + Nepali + Tharu // HighestEducation ~ Secondary + Higher,MIN-leaf // Residence~Urban // HighestEducation~Lower // Language~Bhojpuri + Maithili,Residence,Language,HighestEducation,PoorerHousehold,Religion,,,
,MICS,Women,,Afghanistan,2010,0,Yes,ProfessionalHelp , PoorerHousehold + Residence + aGroup + MarritalStatus + NUnder5 + Education + Ethnicity,4864.935646,0.386468962759225,0.060832818054506,0.792049390340852,0.114370159132008,0.136718117197056,0.655331273143796,MAX-leaf // Residence ~ Urban // aGroup ~ 15-24,MIN-leaf // Residence~Rural // PoorerHousehold~1 // Ethnicity~MinorEthnicity + Dari // aGroup~25-34 + 35+,Residence,PoorerHousehold,Ethnicity,Education,aGroup,NUnder5,MarritalStatus,
Afghanistan2010MICSwmContraceptiveMethod,MICS,Women,wm,Afghanistan,2010,0,No,ContraceptiveMethod,,No Analysis,,,,,,0,,,,,,,,,,
Afghanistan2010MICShlInternetUse,MICS,Individual,hl,Afghanistan,2010,0,No,InternetUse,,No Analysis,,,,,,0,,,,,,,,,,
,MICS,Individual,,Afghanistan,2010,0,Yes,ChildMarriage15 , PoorerHousehold + Residence + Ethnicity,4109.608656,0.150369680358197,0.138448679333325,0.284375411703464,0.078479665826361,0.082854684490126,0.201520727213338,MAX-leaf // PoorerHousehold ~ 1 // Ethnicity ~ Dari,MIN-leaf // PoorerHousehold~0 // Ethnicity~Uzbek/Turkmen,Ethnicity,PoorerHousehold,Residence,,,,,
,MICS,Individual,,Afghanistan,2010,0,Yes,ChildMarriage18 , PoorerHousehold + Residence + Ethnicity,4109.608656,0.403820901188991,0.138448679333325,0.575122432972468,0.139220575702428,0.274668869271062,0.300453563701406,MAX-leaf // PoorerHousehold ~ 1 // Ethnicity ~ Dari,MIN-leaf // PoorerHousehold~0 // Residence~Urban // Ethnicity~Dari + Uzbek/Turkmen,PoorerHousehold,Ethnicity,Residence,,,,,
,MICS,Women,,Afghanistan,2010,0,Yes,TeenPregnancy , PoorerHousehold + Residence + Education + Ethnicity,5510.407727,0.139479893880455,0.105086477387629,0.205030103329405,0.22237234968947,0.048679478158,0.156350625171405,MAX-leaf // Education ~ Lower // Ethnicity ~ Dari // Residence ~ Rural // PoorerHousehold ~ 1,MIN-leaf // Education~Secondary + Higher,Education,Residence,Ethnicity,PoorerHousehold,,,,
,MICS,Women,,Afghanistan,2010,0,Yes,AdolescentBirthRate , PoorerHousehold + Residence + Education + Ethnicity,4109.608656,0.356487235800683,0.132284651047319,0.523144086869975,0.123588993384678,0.130318244983593,0.392825841886382,MAX-leaf // Education ~ Lower // PoorerHousehold ~ 1 // Ethnicity ~ Dari,MIN-leaf // Education~Secondary + Higher,Education,PoorerHousehold,Ethnicity,Residence,,,,
,MICS,Women,,Afghanistan,2010,0,Yes,ReasonBeating , PoorerHousehold + Residence + aGroup + NUnder5 + Education + Ethnicity,21290.172133,0.902483518168369,0.088896864392487,0.973278415137497,0.045079622325475,0.749691248399318,0.223587166738179,MAX-leaf // Education ~ Lower // aGroup ~ 25-34 + 35+ // Residence ~ Rural // Ethnicity ~ MinorEthnicity + Uzbek/Turkmen,MIN-leaf // Education~Secondary + Higher // NUnder5~0,Education,aGroup,Residence,PoorerHousehold,Ethnicity,NUnder5,,
Afghanistan2010MICShlMobilePhone,MICS,Individual,hl,Afghanistan,2010,0,No,MobilePhone,,No Analysis,,,,,,0,,,,,,,,,,
Afghanistan2010MICSwmProfessionalHelp ,MICS,Women,wm,Afghanistan,2010,0,No,ProfessionalHelp , PoorerHousehold + Residence + aGroup + MarritalStatus + NUnder5 + Education,4864.935646,0.386468962759225,0.066609301659815,0.771257717089221,0.258595120376235,0.184097280901668,0.587160436187553,MAX-leaf // Residence ~ Urban // NUnder5 ~ 0 + 1,MIN-leaf // Residence~Rural // PoorerHousehold~1 // aGroup~25-34 + 35+,Residence,PoorerHousehold,Education,NUnder5,aGroup,MarritalStatus,,
